,csv.pbm_038.ID,csv.pbm_038.count,csv.pbm_038.mediansTime,csv.pbm_038.mediansEvent_length,csv.pbm_038.mediansRh103Di,csv.pbm_038.mediansIn113Di,csv.pbm_038.mediansIn115Di,csv.pbm_038.mediansXe131Di,csv.pbm_038.mediansCs133Di,csv.pbm_038.mediansBa138Di,csv.pbm_038.mediansLa139Di,csv.pbm_038.mediansCe140Di,csv.pbm_038.mediansPr141Di,csv.pbm_038.mediansNd142Di,csv.pbm_038.mediansNd143Di,csv.pbm_038.mediansNd144Di,csv.pbm_038.mediansNd145Di,csv.pbm_038.mediansNd146Di,csv.pbm_038.mediansSm147Di,csv.pbm_038.mediansNd148Di,csv.pbm_038.mediansSm149Di,csv.pbm_038.mediansNd150Di,csv.pbm_038.mediansEu151Di,csv.pbm_038.mediansSm152Di,csv.pbm_038.mediansEu153Di,csv.pbm_038.mediansSm154Di,csv.pbm_038.mediansGd155Di,csv.pbm_038.mediansGd156Di,csv.pbm_038.mediansGd158Di,csv.pbm_038.mediansTb159Di,csv.pbm_038.mediansGd160Di,csv.pbm_038.mediansDy161Di,csv.pbm_038.mediansDy162Di,csv.pbm_038.mediansDy163Di,csv.pbm_038.mediansDy164Di,csv.pbm_038.mediansHo165Di,csv.pbm_038.mediansEr166Di,csv.pbm_038.mediansEr167Di,csv.pbm_038.mediansEr168Di,csv.pbm_038.mediansTm169Di,csv.pbm_038.mediansEr170Di,csv.pbm_038.mediansYb171Di,csv.pbm_038.mediansYb172Di,csv.pbm_038.mediansYb173Di,csv.pbm_038.mediansYb174Di,csv.pbm_038.mediansLu175Di,csv.pbm_038.mediansYb176Di,csv.pbm_038.mediansBCKG190Di,csv.pbm_038.mediansIr191Di,csv.pbm_038.mediansIr193Di,csv.pbm_038.mediansdensity,csv.pbm_038.percenttotal
1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,2,383,12.7298451703103,2.35092571975091,0,0.261401578160693,0,0,0,1.14451929519022,0.22396949786614,0,0.87048136927852,0,0,1.80859524922437,0.130928409161438,2.91206365993946,0,0.176461338932305,0,1.4362198576781,0,1.031530228336,0.041579620604059,3.45380674911265,0.268631130207975,0,0,1.50558377519887,0.747584513094987,0.141738027054248,3.32492430335244,0.696248081195913,1.88086359983994,2.59113062058357,0.647043404269013,0,0.017532459218911,0,0.869146189426984,2.51880111090567,0.150859648033054,0.195121382837025,2.29037287892945,0,0.111383963024644,0,3.79631560052037,4.40822999341277,11.6444834117074,0.129655144397916
3,3,49,12.9134890349765,2.23081417900093,0,0.241739297490398,0,0,0,1.25481869114141,0.281193542542886,0,0.733647080994938,0,0.081668566130084,1.92963724196277,0.307927852711671,2.96780337749176,0.037206394701814,0,0,1.25539613610985,0,0.92979208050171,0.049237795255386,3.34798388234928,0.321696616725846,0,0,1.06631126003993,0.733921979286349,0.129784127798505,3.28817214518556,1.09854423261629,1.89507883862541,2.46510639866225,0.828389105294764,0,0.020630009389253,0,0.723468954272016,2.26869020938742,0.025822672311419,0.091547406208787,2.30730024926704,0,0.447055521321521,0,3.71077785938488,4.30050900127278,11.6477570121039,0.016587733878585
4,4,1066,13.6163912241598,2.2724413273866,0,0.435264153070511,0,0,0,0.755586622307781,0.237882847066305,0,0.701986464107621,0,0,1.36260745821711,0.050542787116878,2.93549823389769,0,0.083602232723753,0,1.22275583456497,0,0.930824547700829,0,3.40391960210175,0.379237528333005,0,0,1.42051008796206,0.676829287862354,0.109105991330213,3.28322584102217,0.560087051819366,1.35280085341746,3.07795251002691,1.04458235891542,0,0.073155109197315,0,1.03357660162566,2.62074241601926,0.247206522862521,0.134180417637447,2.86354825785176,0,0.045097388488605,0,3.75178535025508,4.3544394785261,11.6485501651184,0.360867843154513
5,5,330,13.6105827121691,2.23081417900093,0,0.255692604101672,0,0,0,0.643998077718162,0.204008342037656,0,0.322205746960577,0,0,1.06835573417959,0,2.6935759791127,0,0.035128288563006,0,0.736409192964014,0,0.674452755782792,0,3.10256545251346,0.252951028597726,0,0,1.1031536389607,0.881100751284293,0.05492191327275,3.03120184950681,0.607540443394516,0.990639153455064,2.42854553042251,0.675026952465351,0,0,0,0.815046508346158,2.37836889128829,0.132141711994227,0.077283767939283,2.23318578565201,0,0.005495155135526,0,3.40417841723117,3.99712587676315,11.6597718188299,0.111713309794549
6,6,190,13.3049117630662,2.25162775319376,0,0.02615993670531,0,0,0,1.4527002999438,0.286326873064501,0,0.192591357550629,0,0,0,0,0.487096869751873,0.575017764975712,0.26059148461676,0,0.542221887259699,0,1.30303885305907,0,3.8728275924439,0.228639361855352,0,0,2.60219498429548,0.337563887489111,0,1.93123882025004,0.140549735086706,1.58999028028737,2.58432956312356,0.452991083367074,0.312027145996662,0,0,0.969275341083281,0.610146441400385,0.581042885091521,0.498438854688131,2.8520399212227,0.019873349655894,5.10319759434055,0,3.34577935105989,3.98789388986213,11.6351512712137,0.064319784427165
7,7,2,13.2703358303605,2.18742176068697,0,0,0,0,0,1.11078966307984,0.831556479487012,0.10164687292129,0.184375018914523,0,0,1.79430254651789,0.238903539985769,0.930286370496601,1.0675239092041,0.126825085099044,0,0.708756433535359,0.031402163978063,2.5555891430136,0.093053206767048,2.52013003288616,0.346611675567635,0.039108269364834,0,0.351964989140946,0.924339617955364,0,1.91118845675125,0.236915372042968,1.44685264143594,1.5222277078797,0.984737885792514,0.291139260163048,0.272062065482168,0,0.512590912668984,0.704024522486109,0,0,2.0850641311946,0,0,0,3.99673582420881,4.67443487477857,11.6603416630656,0.000677050362391
8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,9,27,13.2053199280223,2.23081417900093,0,0.129950096106219,0.040682974655027,0,0,2.10752175349384,0.670906883965629,0,0.123910578075398,0.02248201221402,2.94098654142211,0.025778210124723,0,0.127698429736648,0,0,1.14325706249414,0.082150146699424,2.12937534689631,1.12395888876362,0.254766077387502,4.59916754207098,0.327380115441398,0,0,0.388118360840177,0.811712000700927,0,1.13251353678072,0.124570795000383,0.359130859090785,2.34146955407601,0.386335773672632,0,0,0,0.723533925855174,0.058844961844718,0,0.048563775409394,2.57020485957296,0,3.04394147260721,0,3.36912769249884,4.01691234795366,11.5789453883772,0.009140179892281
10,10,124,13.3317832750809,2.33168203051183,0,0.090139525063568,0,0,0,1.96344990980927,1.68532760900188,0,0.158467470706658,0.102073650808147,3.84927229075962,0.487890126572847,0,0.271649985840351,3.3182298472299,0.372900475124873,0.045127840168388,0.146026446290343,2.08000721572413,1.73268214731743,1.7438209646012,4.93395484380987,2.02521262201782,0,0,0.814853532371035,1.6140142568901,0,0.965655441400652,0.098716402293876,0.608813917523096,2.43653899745804,0.253881947662869,0,0,0,1.09214520596619,0.006108679076337,0,0,2.30145206992539,0,0,0,3.53225923042475,4.15153121347457,11.4693037215837,0.041977122468255
